chunk_id,document_name,page_number,content,source
acs_handbook.pdf_p84_c436,acs_handbook.pdf,84,"first digit of their four-digit identifying number within a census tract. Census Geography. A collective term referring to the types of geographic areas used by the Census Bureau in its data collection and tabulation opera- tions. This Web page shows the geographic entities for which data are available from the ACS, which provides information down to the block group level. 79 With connecting lines, the diagram in the “Geographic Hierarchy” section shows the hierarchical relationships between geographic types. For example, a line extends from states to counties because a state is comprised of many counties, and a county can never","acs_handbook.pdf, Page 84"
acs_handbook.pdf_p84_c437,acs_handbook.pdf,84,"a line extends from states to counties because a state is comprised of many counties, and a county can never cross a state boundary. If no line joins two geographic types, then an absolute and predictable relationship does not exist between them. For example, many places do not cross a county boundary (that is, only one county). However, some places extend over more than one county like New York City. Therefore, an absolute hierarchical relation- ship does not exist between counties and places, and any tabulation involving both of these geographic types may represent only a part of one county","acs_handbook.pdf, Page 84"
acs_handbook.pdf_p84_c438,acs_handbook.pdf,84,"counties and places, and any tabulation involving both of these geographic types may represent only a part of one county or one place. Census Tract. A small, relatively permanent statistical subdivision of a county delineated by a local commit- tee of census data users for presenting data. Census tracts nest within counties and their boundaries normally follow visible features, but may follow legal geography boundaries and other nonvisible features 79 U.S. Census Bureau, American Community Survey (ACS), Concept & Definitions <www.census.gov/programs-surveys/acs /geography-acs/concepts-definitions.html>.","acs_handbook.pdf, Page 84"
acs_handbook.pdf_p84_c439,acs_handbook.pdf,84,<www.census.gov/programs-surveys/acs /geography-acs/concepts-definitions.html>.,"acs_handbook.pdf, Page 84"
acs_handbook.pdf_p85_c440,acs_handbook.pdf,85,"Understanding and Using American Community Survey Data 79 What All Data Users Need to Know 79 U.S. Census Bureau in some instances. Census tracts ideally contain about 4,000 people and 1,600 housing units. Coefficient of Variation (CV). The ratio of the standard error (square root of the variance) to the value being estimated, usually expressed in terms of a percentage (also known as the relative standard deviation). The lower the CV, the higher the relative reliability of the estimate. Comparison Profiles (CP). The Comparison Profiles show ACS data side-by-side from different data releases, indicating where there is a statistically sig-","acs_handbook.pdf, Page 85"
acs_handbook.pdf_p85_c441,acs_handbook.pdf,85,"Profiles (CP). The Comparison Profiles show ACS data side-by-side from different data releases, indicating where there is a statistically sig- nificant difference between estimates. Comparison Profiles are currently available for 1-year estimates and 5-year estimates starting with the release of the 2011–2015 ACS 5-year data. The 5-year Comparison Profiles will compare data between two nonoverlap- ping 5-year periods. ACS Comparison Profiles begin with the letters “CP.” Confidence Interval. The sample estimate and its mar- gin of error permit the construction of a confidence interval that represents the degree of uncertainty about the estimate. A 90 percent confidence interval can be","acs_handbook.pdf, Page 85"
acs_handbook.pdf_p85_c442,acs_handbook.pdf,85,"of a confidence interval that represents the degree of uncertainty about the estimate. A 90 percent confidence interval can be constructed by adding and subtracting the published margin of error from the ACS estimate. A 90 percent confidence interval can be interpreted roughly as providing 90 percent certainty that the true number falls between the upper and lower bounds. Confidentiality. The guarantee made by law (Title 13, U.S. Code) to individuals who provide census infor- mation regarding nondisclosure of that information to others. By law, the Census Bureau cannot disclose any private information that identifies a person or a business.","acs_handbook.pdf, Page 85"
acs_handbook.pdf_p85_c443,acs_handbook.pdf,85,"information to others. By law, the Census Bureau cannot disclose any private information that identifies a person or a business. Under federal law, the penalty for unlawful disclosure is a federal prison sentence of up to 5 years, a fine of up to $250,000, or both. Consumer Price Index (CPI). The CPI program of the Bureau of Labor Statistics produces monthly data on changes in the prices paid by urban consumers for a representative basket of goods and services. Controls. During the ACS weighting process, the offi- cial county-level population and housing unit estimates are used as controls. Weights are","acs_handbook.pdf, Page 85"
acs_handbook.pdf_p85_c444,acs_handbook.pdf,85,"During the ACS weighting process, the offi- cial county-level population and housing unit estimates are used as controls. Weights are adjusted so that ACS estimates conform to these controls (but do not nec- essarily exactly match). This is done to improve person and housing unit coverage and to reduce the variabil- ity of the ACS estimates. Certain published estimates, such as total population estimates for states, do exactly match the controls. These estimates, which have five asterisks (*****) in the Margin of Error column in data.census.gov, are by definition fixed, and can be considered to have no sampling error. Current","acs_handbook.pdf, Page 85"
acs_handbook.pdf_p85_c445,acs_handbook.pdf,85,"Margin of Error column in data.census.gov, are by definition fixed, and can be considered to have no sampling error. Current Residence. The ACS uses a “current resi- dence” concept to determine who should be consid- ered a resident of a sample household. Everyone who is currently living or staying at a sample address is considered a resident of that address, except people staying there for 2 months or less. People who have established residence at the sample unit and are away for only a short period of time are also considered to be current residents. Custom Tabulations. The Census Bureau","acs_handbook.pdf, Page 85"
acs_handbook.pdf_p85_c446,acs_handbook.pdf,85,"away for only a short period of time are also considered to be current residents. Custom Tabulations. The Census Bureau offers a wide variety of general purpose data products from the ACS. These products are designed to meet the needs of the majority of data users and contain predefined sets of data for standard census geographic areas, including both political and statistical geographic areas. These products are available through data.census.gov and the ACS Web site. For users with data needs not met through the general purpose products, the Census Bureau offers Custom Tables on a cost-reimbursable basis, through the ACS","acs_handbook.pdf, Page 85"
acs_handbook.pdf_p85_c447,acs_handbook.pdf,85,"not met through the general purpose products, the Census Bureau offers Custom Tables on a cost-reimbursable basis, through the ACS Custom Tabulation program. 80 Custom tables are cre- ated by tabulating data from ACS microdata files. They vary in size, complexity, and cost depending on the needs of the sponsoring client. Data.census.gov. The Census Bureau’s primary tool for accessing population, housing, and economic data from the ACS, the Puerto Rico Community Survey, the decennial census, and many other Census Bureau data sets. Data.census.gov provides access to ACS data for a wide range of geographic areas, including states, cit- ies, counties,","acs_handbook.pdf, Page 85"
acs_handbook.pdf_p85_c448,acs_handbook.pdf,85,"data sets. Data.census.gov provides access to ACS data for a wide range of geographic areas, including states, cit- ies, counties, census tracts, and block groups. Data Profiles (DP). Data Profiles provide summaries of ACS data for various social, economic, housing, and demographic characteristics for the United States, regions, divisions, states, counties, county subdivi- sions, places, metropolitan areas, American Indian and Alaska Native areas, and other geographic areas. These profiles are similar in content to the demo- graphic profiles from the decennial censuses. ACS Data Profiles begin with the letters “DP.” Decennial Census. The census of population and housing, taken by","acs_handbook.pdf, Page 85"
acs_handbook.pdf_p85_c449,acs_handbook.pdf,85,"decennial censuses. ACS Data Profiles begin with the letters “DP.” Decennial Census. The census of population and housing, taken by the Census Bureau in years ending in 0 (zero). Article I of the Constitution requires that a census be taken every 10 years for the purpose of reapportioning the U.S. House of Representatives. Title 13 of the U.S. Code provides the authorization for con- ducting the census in Puerto Rico and the Island Areas. Derived Estimates. One of the benefits of working with ACS data is the ability to develop unique esti- mates called derived estimates. These derived esti- mates","acs_handbook.pdf, Page 85"
acs_handbook.pdf_p85_c450,acs_handbook.pdf,85,"of working with ACS data is the ability to develop unique esti- mates called derived estimates. These derived esti- mates are usually based on aggregating estimates 80 U.S. Census Bureau, American Community Survey (ACS), Custom Tables, <www.census.gov/programs-surveys/acs/data/custom-tables .html>.","acs_handbook.pdf, Page 85"
acs_handbook.pdf_p86_c451,acs_handbook.pdf,86,"80 Understanding and Using American Community Survey Data 80 What All Data Users Need to Know U.S. Census Bureau across geographic areas or population subgroups for which combined estimates are not published in data.census.gov tables (e.g., aggregate estimates for a three-county area or for four age groups not collapsed). Detailed Tables. Detailed Tables provide access to the most comprehensive ACS data tables on all topics and geographic areas. Tables include totals and subtotals. Users may choose more than one geographic area and more than one table that display in a scrolling list, but only what displays on the width of","acs_handbook.pdf, Page 86"
acs_handbook.pdf_p86_c452,acs_handbook.pdf,86,"area and more than one table that display in a scrolling list, but only what displays on the width of the screen will print. ACS Detailed Tables begin with the letters “B” for base tables and “C” for collapsed tables. The “collapsed” tables cover the same topics as the base table, but with fewer categories. Disclosure Avoidance. Statistical methods used before releasing data products to ensure the confidentiality of responses. Estimates. Data for the ACS are collected from a sample of housing units and used to produce estimates of the actual figures that would have been obtained by interviewing the","acs_handbook.pdf, Page 86"
acs_handbook.pdf_p86_c453,acs_handbook.pdf,86,of housing units and used to produce estimates of the actual figures that would have been obtained by interviewing the entire population using the same methodology. Five-Year Estimates. Estimates based on 5 years of ACS data. These estimates are meant to reflect the characteristics of a geographic area over the entire 5-year period. These estimates are published for geo- graphic areas down to the census block group level. File Transfer Protocol (FTP). A process that allows a user to download large census and survey files and data sets from the Census Bureau’s Web site. 81 Geographic Comparison Tables (GCT). Allow,"acs_handbook.pdf, Page 86"
acs_handbook.pdf_p86_c454,acs_handbook.pdf,86,"large census and survey files and data sets from the Census Bureau’s Web site. 81 Geographic Comparison Tables (GCT). Allow users to compare ACS data across geographic areas in the same table (e.g., all counties in a state). ACS Geographic Comparison Tables begin with the letters “GCT.” Group Quarters (GQ) Facilities. A GQ facility is a place where people live or stay that is normally owned or managed by an entity or organization providing hous- ing and/or services for the residents. These services may include custodial or medical care, as well as other types of assistance. Residency is commonly restricted","acs_handbook.pdf, Page 86"
acs_handbook.pdf_p86_c455,acs_handbook.pdf,86,"residents. These services may include custodial or medical care, as well as other types of assistance. Residency is commonly restricted to those receiving these services. People living in GQ facilities are usually not related to one another. The ACS collects data from people living in both housing units and GQ facilities. 81 U.S. Census Bureau, American Community Survey (ACS), Data via FTP (File Transfer Protocol), <www.census.gov/programs-surveys /acs/data/data-via-ftp.html>. Group Quarters (GQ) Population. Includes all people living in group quarters instead of housing units. Group quarters are places where people live or stay, in a group living arrangement that is owned or","acs_handbook.pdf, Page 86"
2020_census_methodology.pdf_p102_c550,2020_census_methodology.pdf,102,"non-English user interfaces in the application. Additional informa- tion on the LNG program, which determines the languages in which the ISR instrument will be available, is described in section 5.3.4. Thirdly, the Internet as a medium for data collec- tion lends itself to improvements in data quality. For example, the ISR application will include built-in data validation checks to identify user error as the user is inputting responses and pro- gressing through the survey. These checks will include messaging to respondents indicating miss- ing or incomplete data, as well as messages alert- ing respondents when incorrect or inconsistent information is","2020_census_methodology.pdf, Page 102"
2020_census_methodology.pdf_p102_c551,2020_census_methodology.pdf,102,"respondents indicating miss- ing or incomplete data, as well as messages alert- ing respondents when incorrect or inconsistent information is entered. These functionalities will help ensure high-quality data in the 2020 Census. To further improve data quality, users will be able to contact a CQA agent for assistance while com- pleting their questionnaire online. Lastly, the ISR application and all support sys- tems will be designed to handle the volume of responses that are expected. It is imperative that the ISR application and other systems are built to service the scale of the operation in order to ensure that users","2020_census_methodology.pdf, Page 102"
2020_census_methodology.pdf_p102_c552,2020_census_methodology.pdf,102,"ISR application and other systems are built to service the scale of the operation in order to ensure that users do not experience delays when completing the survey, or that the application is unavailable during the self-response operation. Also of note, in order to increase self-response through Internet response, the ISR application and other associated systems are being developed to adhere to the highest standards of data security. All respondent data are encrypted throughout the data collection process, and all encrypted data are made inaccessible as soon as possible. Every effort is made to ensure that any data provided by","2020_census_methodology.pdf, Page 102"
2020_census_methodology.pdf_p102_c553,2020_census_methodology.pdf,102,"encrypted data are made inaccessible as soon as possible. Every effort is made to ensure that any data provided by the respondent is secure and confidential through- out the data collection process. Contact Strategies All attempts by the Census Bureau to make direct contact with individual households by mail are referred to as “contact strategies.” These are com- plementary but distinct from the community-level outreach described under the IPC Operation. Types of contact strategies include invitation letters, post- cards, and questionnaires mailed to households. Prior to the 2010 Census, research yielded distinct attitudinal segments or messaging mindsets. A pri- mary","2020_census_methodology.pdf, Page 102"
2020_census_methodology.pdf_p102_c554,2020_census_methodology.pdf,102,"questionnaires mailed to households. Prior to the 2010 Census, research yielded distinct attitudinal segments or messaging mindsets. A pri- mary objective of the 2020 Census is for a majority of respondents to complete their census question- naire online. Communication of this objective to individual households is the purpose of the Census Bureau’s mail contact strategies. The Census Bureau is looking to develop a contact approach that pro- duces an “actionable” response on the part of the respondent. One approach, termed “Internet First,” has been developed to encourage respondents to use the Internet. Currently, this model includes the mailing of a","2020_census_methodology.pdf, Page 102"
2020_census_methodology.pdf_p102_c555,2020_census_methodology.pdf,102,"“Internet First,” has been developed to encourage respondents to use the Internet. Currently, this model includes the mailing of a letter inviting respondents to complete the questionnaire online, two follow-up reminders and, if necessary, a mailed paper questionnaire followed by a final reminder. All correspondence will contain a telephone number respondents may use to com- plete the questionnaire over the telephone. This approach, however, may not be appropriate for all respondent types. The “Internet Choice” contact strategy will be utilized in areas with low Internet connectivity or other characteristics that","2020_census_methodology.pdf, Page 102"
2020_census_methodology.pdf_p102_c556,2020_census_methodology.pdf,102,in areas with low Internet connectivity or other characteristics that,"2020_census_methodology.pdf, Page 102"
2020_census_methodology.pdf_p103_c557,2020_census_methodology.pdf,103,"U.S. Census Bureau 2020 Census Operational Plan—Version 3.0 97 make it less likely the respondents will complete the census questionnaire online. In Internet Choice areas, a paper questionnaire is provided on the first contact in addition to the information about how to respond online or by phone. Research Completed The following research has been completed for this operation: • ACS ISR Research. º Findings: • People living in areas with lower Internet usage and accessibility require paper or telephone questionnaire assistance or both. • Certain messaging strategies are more effective in motivating self-response. • 2012 National Census Test tested contact","2020_census_methodology.pdf, Page 103"
2020_census_methodology.pdf_p103_c558,2020_census_methodology.pdf,103,"assistance or both. • Certain messaging strategies are more effective in motivating self-response. • 2012 National Census Test tested contact strat- egy and Internet option. º Findings: • Initial contact to invite participation, followed by two reminder prompts as needed, and subsequent mailing of a paper questionnaire was a promising strategy (Internet First). • Advance letter was not shown to improve response rates. • Telephone assistance needed for respon- dents without Internet access. • 2014 Census Test tested “Notify Me” mailed invi- tation, contact strategies, and Internet option. º Findings: • Neither email nor automated voice mes- sages showed a","2020_census_methodology.pdf, Page 103"
2020_census_methodology.pdf_p103_c559,2020_census_methodology.pdf,103,"mailed invi- tation, contact strategies, and Internet option. º Findings: • Neither email nor automated voice mes- sages showed a significant impact on response rates. • Low participation rate for “Notify Me” com- ponent, but high questionnaire completion rate among those who preregistered. • The 2015 Optimizing Self-Response (OSR) Test offered an Internet response option, including real-time NID processing, and again tested the “Notify Me” option, along with advertising and partnerships support. º Findings: • The total response rate was 47.5 percent, and the Internet response rate was 33.4 percent. • An additional 35,249 Internet responses from HU not selected","2020_census_methodology.pdf, Page 103"
2020_census_methodology.pdf_p103_c560,2020_census_methodology.pdf,103,"47.5 percent, and the Internet response rate was 33.4 percent. • An additional 35,249 Internet responses from HU not selected in mail panels as a result of advertising and promotional efforts. • “Notify Me” again had low participation. • A new postcard panel, designed to test how HU not originally included in the sam- ple would respond to an invitation after being exposed to advertising, generated response of approximately 8 percent. • 2015 National Content Test. º Findings: • The total self-response rate was 51.9 per- cent, and the Internet response rate was 35.6 percent. • Adding a fifth mailing,","2020_census_methodology.pdf, Page 103"
2020_census_methodology.pdf_p103_c561,2020_census_methodology.pdf,103,"total self-response rate was 51.9 per- cent, and the Internet response rate was 35.6 percent. • Adding a fifth mailing, a reminder sent after the paper questionnaire, significantly increased response rates. • Sending the first reminder sooner by a few days prompted quick responses, thus reducing the size of the third mailing. • In low responses areas, the “choice” strat- egy of sending a paper questionnaire in the first mailing, is effective. • Providing the letters in English and Spanish, rather than just English with a Spanish sentence, elicits more Spanish language responses. • Small-scale, opt-in email testing experimented with","2020_census_methodology.pdf, Page 103"
2020_census_methodology.pdf_p103_c562,2020_census_methodology.pdf,103,"rather than just English with a Spanish sentence, elicits more Spanish language responses. • Small-scale, opt-in email testing experimented with email messaging, including subject lines, timing of delivery, and look and feel. º Findings: • A text-based email out-performed graphi- cal emails. • Short email subject lines that include the “10-minute” burden and the “U.S. Census Bureau” name seem to perform better than other subject lines, especially those includ- ing the word “Help” as the first word in the subject line.","2020_census_methodology.pdf, Page 103"
2020_census_methodology.pdf_p104_c563,2020_census_methodology.pdf,104,"98 2020 Census Operational Plan—Version 3.0 U.S. Census Bureau • Longer email content with “Dear Resident” and signature of the Director email outper- formed a shorter email invitation without the greeting and signature. • Response rates did not differ by link type (i.e., the full Uniform Resource Locator [URL] or “Click here”) with this population. • The time of day the email is sent did not appear to have a big impact on the response rate. • Respondents prefer a mailed invitation, including a link to respond over all other options. • 2016 Census Test. º Findings: • The total","2020_census_methodology.pdf, Page 104"
2020_census_methodology.pdf_p104_c564,2020_census_methodology.pdf,104,"mailed invitation, including a link to respond over all other options. • 2016 Census Test. º Findings: • The total self-response rate was 53.4 per- cent, and the Internet response rate was 31.4 percent at the Los Angeles County, California, test site. • The total self-response rate was 39.6 per- cent, and the Internet response rate was 27.4 percent at the Harris County, Texas, test site. • Continued mail strategy deployed in the 2015 National Content Test. • Building on the success of providing some mail material in English and Spanish in the 2015 National Content Test, all mail mate-","2020_census_methodology.pdf, Page 104"
2020_census_methodology.pdf_p104_c565,2020_census_methodology.pdf,104,"the success of providing some mail material in English and Spanish in the 2015 National Content Test, all mail mate- rials were available in English and Spanish. • ISR application user interface was made available in six languages (English, Spanish, Korean, Chinese, Vietnamese, and Russian). • 2017 Census Test. º Findings: • The total self-response rate was 43.14 percent and the Internet response rate was 22.94 percent. • Utilized a commercial off-the-shelf product for development of the ISR application. • ISR application was deployed in the cloud for the first time. • ISR application was developed using Web design best","2020_census_methodology.pdf, Page 104"
2020_census_methodology.pdf_p104_c566,2020_census_methodology.pdf,104,"ISR application was deployed in the cloud for the first time. • ISR application was developed using Web design best practices and guidelines devel- oped by U.S. Digital Standards. • Continued the mail strategy used in the previous two tests. Decisions Made The following decisions have been made for this operation: ISR: 9 An ISR option will be provided for the 2020 Census. 9 Invitation letters and mailed materials will encourage people to respond using a unique census identifier; however, the 2020 Census will allow people to respond without a unique Census ID. 9 The Census Bureau will offer an","2020_census_methodology.pdf, Page 104"
2020_census_methodology.pdf_p104_c567,2020_census_methodology.pdf,104,"the 2020 Census will allow people to respond without a unique Census ID. 9 The Census Bureau will offer an Internet response option in languages other than English and Spanish, including those requiring non-Roman alphabets. The languages selected will be based on national prevalence rates of low-English profi- ciency households and the available technology. 9 The Census Bureau will not provide a mobile application for ISR. Contact Strategy: 9 An advance letter will not be used; most HU will receive a letter inviting online response to the census. The Census Bureau will pro- vide a paper questionnaire (including bilingual questionnaires)","2020_census_methodology.pdf, Page 104"
2020_census_methodology.pdf_p104_c568,2020_census_methodology.pdf,104,"a letter inviting online response to the census. The Census Bureau will pro- vide a paper questionnaire (including bilingual questionnaires) for populations where Internet access and usage prompts us to offer Internet Choice (questionnaire and Internet invitation) and for whom language assistance optimizes self-response. 9 The 2020 Census will offer alternative response options to respondents without Internet access. 9 Messaging will be coordinated with the IPC Campaign. 9 A formal “Notify Me” option will not be offered. 9 Respondents will receive direct contacts inviting their participation in the census. Contacts may include some or all of the following: postcard mailings,","2020_census_methodology.pdf, Page 104"
2020_census_methodology.pdf_p104_c569,2020_census_methodology.pdf,104,"receive direct contacts inviting their participation in the census. Contacts may include some or all of the following: postcard mailings, letter mailings, prerecorded telephone messages, questionnaire mailings, and in-person visits by an enumerator. 9 Respondents more likely to respond online will receive the “Internet First” mailing strategy, where they will receive invitations to respond online. Those who do not respond online will receive reminders to respond, and a paper questionnaire before NRFU begins. Respondents least likely to respond online (as determined","2020_census_methodology.pdf, Page 104"
2020_census_methodology.pdf_p105_c570,2020_census_methodology.pdf,105,"U.S. Census Bureau 2020 Census Operational Plan—Version 3.0 99 by modeling response likelihood, using ACS data in the planning database tool and Federal Communications Commission Internet connec- tivity data), will receive the “Internet Choice” mailing strategy. The Choice strategy consists of receiving an invitation to respond online, but with a paper questionnaire in the first mailing. Respondents will then receive reminders to respond either online or via the questionnaire they received earlier. Those who do not respond will receive another paper questionnaire before NRFU begins. Anyone who does not either respond online or with a paper return will be sent","2020_census_methodology.pdf, Page 105"
2020_census_methodology.pdf_p105_c571,2020_census_methodology.pdf,105,paper questionnaire before NRFU begins. Anyone who does not either respond online or with a paper return will be sent a final reminder to respond before NRFU begins. 9 The Census Bureau will not use USPS barcode scanning technology to optimize the respondent access to Internet. 9 The Census Bureau looked into the benefits and risk associated with using contact frame and will not be using it to reach respondents via email and text message. Other Self-Response: 9 Text messaging will not be used as a data collec- tion mode. 9 HU from whom an Internet questionnaire is not received,"2020_census_methodology.pdf, Page 105"
2020_census_methodology.pdf_p105_c572,2020_census_methodology.pdf,105,"will not be used as a data collec- tion mode. 9 HU from whom an Internet questionnaire is not received will be mailed a paper questionnaire. 9 ISR will not be part of the GQ enumeration. While GQ enumeration cannot prevent GQ residents from responding via the Internet, this method of data collection is not part of 2020 GQ enumeration plans. 9 The 2020 Census printing and mailing workload as part of the OSR contact strategy is identified in the Life Cycle Cost Estimate. Design Issues to Be Resolved Additional work is required to make decisions on the following questions:","2020_census_methodology.pdf, Page 105"
2020_census_methodology.pdf_p105_c573,2020_census_methodology.pdf,105,"Life Cycle Cost Estimate. Design Issues to Be Resolved Additional work is required to make decisions on the following questions: Question Expected Date In what languages will Internet self- response be available? September 2017 What are the response rate projections for all self-response modes? October 2017 What is the timing for the various mailings? October 2018 Cost and Quality Investment in ISR is projected to influence (reduce  or increase ) the 2020 Census overall costs in the following ways:  Reduced amount of self-response through paper questionnaire.  Increased self-response, which will decrease the NRFU workload, thereby reducing field","2020_census_methodology.pdf, Page 105"
2020_census_methodology.pdf_p105_c574,2020_census_methodology.pdf,105," Reduced amount of self-response through paper questionnaire.  Increased self-response, which will decrease the NRFU workload, thereby reducing field costs. In addition:  ISR is expected to increase the workload for CQA. Impacts of this operation on overall 2020 Census quality include the following:  Increase in overall self-response rates.  Real-time edits to respondent data.  More complete self-response for large households.  Potential increase in self-response from tradi- tionally hard-to-count populations. Risks Major concerns for the ISR Operation are covered by the 2020 Census Program risks listed in Chapter 6. Milestones Date Activity January 2016 Decide on","2020_census_methodology.pdf, Page 105"
2020_census_methodology.pdf_p105_c575,2020_census_methodology.pdf,105,Operation are covered by the 2020 Census Program risks listed in Chapter 6. Milestones Date Activity January 2016 Decide on the use of mobile applications as a self-response mode. March 2016 Begin the 2016 Census Test. June 2017 Release the ISR DOP . (Delayed) March 2017 Begin the 2017 Census Test. March 2018 Begin the 2018 End-to-End Census Test. March 2020 Begin 2020 Census ISR data collection. September 2020 End 2020 Census ISR data collection. 5.5.5 Non-ID Processing Detailed Planning Status: Underway DOP delivered in FY 2016 Purpose The Non-ID Processing (NID) Operation is focused on making it easy for,"2020_census_methodology.pdf, Page 105"
2020_census_methodology.pdf_p105_c576,2020_census_methodology.pdf,105,"Status: Underway DOP delivered in FY 2016 Purpose The Non-ID Processing (NID) Operation is focused on making it easy for people to respond anytime, anywhere to increase self-response rates. The oper- ation accomplishes this by:","2020_census_methodology.pdf, Page 105"
2020_census_methodology.pdf_p106_c577,2020_census_methodology.pdf,106,"100 2020 Census Operational Plan—Version 3.0 U.S. Census Bureau • Providing response options that do not require a unique Census ID. • Maximizing real-time matching of NID respon- dent addresses to the census LQ address inventory. • Accurately assigning nonmatching addresses to census blocks. Changes Made Since Version 2.0 Operational Plan Release: • The validation of NID responses is part of the scope of work for an overall self-response fraud detection activity, which is described in the sec- tion for response processing (5.5.11). • Based on completed research, NID removed the map interface and ability for users to self- geocode","2020_census_methodology.pdf, Page 106"
2020_census_methodology.pdf_p106_c578,2020_census_methodology.pdf,106,"response processing (5.5.11). • Based on completed research, NID removed the map interface and ability for users to self- geocode from the self-response instrument. Lessons Learned Based on lessons learned from the 2010 Census studies and reviews, the following recommenda- tions were made: • The automated and manual NID processes should be planned and developed in parallel, rather than sequentially, as was done when pre- paring for the 2010 Census NID Operation. • Involve NPC throughout the life cycle of the 2020 Census NID Process. • The delivery of addresses from NID processing that require independent verification should occur on","2020_census_methodology.pdf, Page 106"
2020_census_methodology.pdf_p106_c579,2020_census_methodology.pdf,106,"the 2020 Census NID Process. • The delivery of addresses from NID processing that require independent verification should occur on a flow basis during self-response and NRFU, rather than at the end of these operations. Operational Innovations Operational innovations include the following: • Public can respond to the census anytime, any- where without a unique Census ID. • Mechanism to increase self-response from tradi- tionally hard-to-count populations. • Real-time matching and geocoding of responses. • Use of administrative records and third-party data to augment respondent-provided address data. Description of Operation During the self-response phase, the NID Operation will allow respondents","2020_census_methodology.pdf, Page 106"
2020_census_methodology.pdf_p106_c580,2020_census_methodology.pdf,106,"third-party data to augment respondent-provided address data. Description of Operation During the self-response phase, the NID Operation will allow respondents to complete a questionnaire without a Census ID. By collecting the address from the respondent and then matching it real- time to the MAF/TIGER System, the Census Bureau will attempt to associate a Census ID with the response. The address collection interface facili- tates obtaining complete and accurate data from a NID response. Key capabilities of NID are: • Address standardization and a feedback loop with the respondent to confirm the address data they provide. • Automated address matching during","2020_census_methodology.pdf, Page 106"
2020_census_methodology.pdf_p106_c581,2020_census_methodology.pdf,106,"standardization and a feedback loop with the respondent to confirm the address data they provide. • Automated address matching during the response. • Automated address geocoding during the response. • For NID cases not matched in real time, use of administrative records and third-party data to augment respondent-provided address data, followed by an additional address matching attempt. • Manual matching and geocoding when auto- mated NID Processing has not determined an acceptable match or geocode. Research Completed The following research has been completed for this operation: • 2013 National Census Contact Test: º Findings: The use of administrative records and","2020_census_methodology.pdf, Page 106"
2020_census_methodology.pdf_p106_c582,2020_census_methodology.pdf,106,has been completed for this operation: • 2013 National Census Contact Test: º Findings: The use of administrative records and third-party data was effective in enhanc- ing NID addresses to allow for a match to the MAF/TIGER System. • 2014 Census Test: º Findings: • The address collection interface in the Internet instrument yielded a much greater proportion of higher quality address data from NID responses than in 2010. • Use of administrative records and third- party data matching improved the overall address matching rate. • There was no significant benefit to apply- ing the administrative record matching process to,"2020_census_methodology.pdf, Page 106"
2020_census_methodology.pdf_p106_c583,2020_census_methodology.pdf,106,"the overall address matching rate. • There was no significant benefit to apply- ing the administrative record matching process to all NID responses. Therefore, the use of administrative records and third-party data matching should follow an","2020_census_methodology.pdf, Page 106"
2020_census_methodology.pdf_p107_c584,2020_census_methodology.pdf,107,"U.S. Census Bureau 2020 Census Operational Plan—Version 3.0 101 initial matching attempt using the MAF/ TIGER System. • 2015 OSR Test: º Findings: • When a NID respondent address matches a record in the census address inventory, rules can be applied for accepting the geo- code or subjecting it to further verification. These rules can account for the source of the geocode, whether or not coordinates were collected in the field for the address location. • Respondents geocoded themselves accu- rately only about one third of the time. However, before making a recommenda- tion on the use of the map","2020_census_methodology.pdf, Page 107"
2020_census_methodology.pdf_p107_c585,2020_census_methodology.pdf,107,"rately only about one third of the time. However, before making a recommenda- tion on the use of the map interface during self-response, results from 2015 testing will be compared with those from the 2016 Census Test. • Use of administrative records and third- party data continued to result in an increase in the match rate for NID cases compared to the census LQ address inven- tory during automated processing. • 2016 Census Test. º Findings: • Respondents geocoded themselves accu- rately only about one quarter of the time. Based on this information, results from 2015 testing, and research conducted","2020_census_methodology.pdf, Page 107"
2020_census_methodology.pdf_p107_c586,2020_census_methodology.pdf,107,"accu- rately only about one quarter of the time. Based on this information, results from 2015 testing, and research conducted on the collection of users’ location, a decision was made to remove the map interface during NID self-response. • Use of administrative records and third- party data continued to increase the match rate during automated processing for NID cases compared to the census LQ address inventory. Decisions Made The following decisions have been made for this operation: 9 The 2020 Census will offer a NID option for self-response and telephone agent-assisted response. 9 The 2020 Census ISR instrument and the","2020_census_methodology.pdf, Page 107"
2020_census_methodology.pdf_p107_c587,2020_census_methodology.pdf,107,"Census will offer a NID option for self-response and telephone agent-assisted response. 9 The 2020 Census ISR instrument and the CQA interviewer instrument will utilize capabilities and requirements for the address collection interface as specified for NID responses, as used in the 2014, 2015, and 2016 Census Tests. 9 The NID work flow will include real-time match- ing and geocoding, post real-time processing that will utilize administrative records and third- party data, and manual (interactive) matching and geocoding. 9 NID respondents can help confirm the location of their LQ descriptive information (i.e., cross streets) provided to the NID Operation. This","2020_census_methodology.pdf, Page 107"
2020_census_methodology.pdf_p107_c588,2020_census_methodology.pdf,107,"respondents can help confirm the location of their LQ descriptive information (i.e., cross streets) provided to the NID Operation. This method, which was used in the 2000 Census and 2010 Census, has also been tested during the 2015 and 2016 Census Tests. Clerks from NPC call NID respondents when they are unable to match or geocode the respondent-provided address using available geographic reference materials. This will enable the Census Bureau to associate the respondent’s address with the correct block for tabulation purposes. 9 Administrative records and third-party data will be used to attempt to enhance the respondent’s address data if","2020_census_methodology.pdf, Page 107"
