county_fips,county_name,pct_no_broadband,state_abbr
48033,"Borden County, Texas",42.2,TX
48035,"Bosque County, Texas",38.5,TX
48037,"Bowie County, Texas",35.4,TX
48039,"Brazoria County, Texas",20.5,TX
48041,"Brazos County, Texas",10.1,TX
48043,"Brewster County, Texas",44.3,TX
48045,"Briscoe County, Texas",53.7,TX
48047,"Brooks County, Texas",43.9,TX
48049,"Brown County, Texas",24.4,TX
48051,"Burleson County, Texas",35.4,TX
48053,"Burnet County, Texas",14.2,TX
48055,"Caldwell County, Texas",38.4,TX
48057,"Calhoun County, Texas",42.2,TX
48059,"Callahan County, Texas",36.8,TX
48061,"Cameron County, Texas",32.3,TX
48063,"Camp County, Texas",41.1,TX
48065,"Carson County, Texas",34.4,TX
48067,"Cass County, Texas",39.7,TX
48069,"Castro County, Texas",44.9,TX
48071,"Chambers County, Texas",15.4,TX
48075,"Childress County, Texas",40.6,TX
48077,"Clay County, Texas",38.1,TX
48083,"Coleman County, Texas",49.1,TX
48085,"Collin County, Texas",5.5,TX
48089,"Colorado County, Texas",38.9,TX
48091,"Comal County, Texas",12.9,TX
48093,"Comanche County, Texas",42.9,TX
48095,"Concho County, Texas",52.4,TX
48099,"Coryell County, Texas",18.5,TX
48101,"Cottle County, Texas",44.9,TX
48105,"Crockett County, Texas",46.0,TX
48107,"Crosby County, Texas",48.2,TX
48109,"Culberson County, Texas",46.3,TX
48113,"Dallas County, Texas",20.2,TX
48115,"Dawson County, Texas",46.3,TX
55115,"Shawano County, Wisconsin",21.3,WI
55117,"Sheboygan County, Wisconsin",4.5,WI
55119,"Taylor County, Wisconsin",21.3,WI
55121,"Trempealeau County, Wisconsin",6.1,WI
55123,"Vernon County, Wisconsin",31.4,WI
55125,"Vilas County, Wisconsin",39.6,WI
55127,"Walworth County, Wisconsin",17.8,WI
55129,"Washburn County, Wisconsin",35.6,WI
55131,"Washington County, Wisconsin",5.3,WI
55133,"Waukesha County, Wisconsin",11.1,WI
55135,"Waupaca County, Wisconsin",24.9,WI
55137,"Waushara County, Wisconsin",33.9,WI
55139,"Winnebago County, Wisconsin",9.4,WI
55141,"Wood County, Wisconsin",6.0,WI
54003,"Berkeley County, West Virginia",9.7,WV
54005,"Boone County, West Virginia",44.1,WV
54007,"Braxton County, West Virginia",53.8,WV
54009,"Brooke County, West Virginia",32.8,WV
54011,"Cabell County, West Virginia",38.9,WV
54013,"Calhoun County, West Virginia",36.0,WV
54015,"Clay County, West Virginia",53.8,WV
54017,"Doddridge County, West Virginia",43.7,WV
54019,"Fayette County, West Virginia",54.9,WV
54021,"Gilmer County, West Virginia",40.5,WV
54023,"Grant County, West Virginia",48.6,WV
54025,"Greenbrier County, West Virginia",44.3,WV
54027,"Hampshire County, West Virginia",42.2,WV
54029,"Hancock County, West Virginia",21.4,WV
54031,"Hardy County, West Virginia",52.7,WV
54033,"Harrison County, West Virginia",24.5,WV
54035,"Jackson County, West Virginia",25.6,WV
54037,"Jefferson County, West Virginia",8.0,WV
54039,"Kanawha County, West Virginia",16.7,WV
54041,"Lewis County, West Virginia",10.1,WV
54043,"Lincoln County, West Virginia",38.9,WV
54045,"Logan County, West Virginia",36.6,WV
54047,"McDowell County, West Virginia",46.4,WV
54049,"Marion County, West Virginia",20.5,WV
54051,"Marshall County, West Virginia",34.7,WV
54053,"Mason County, West Virginia",54.6,WV
54055,"Mercer County, West Virginia",43.5,WV
54057,"Mineral County, West Virginia",21.5,WV
54059,"Mingo County, West Virginia",40.0,WV
54061,"Monongalia County, West Virginia",12.5,WV
54063,"Monroe County, West Virginia",41.2,WV
54065,"Morgan County, West Virginia",32.5,WV
54067,"Nicholas County, West Virginia",21.9,WV
54069,"Ohio County, West Virginia",29.6,WV
54071,"Pendleton County, West Virginia",51.2,WV
54073,"Pleasants County, West Virginia",18.9,WV
54075,"Pocahontas County, West Virginia",47.5,WV
54077,"Preston County, West Virginia",26.7,WV
54079,"Putnam County, West Virginia",13.8,WV
54081,"Raleigh County, West Virginia",22.2,WV
54083,"Randolph County, West Virginia",24.8,WV
54085,"Ritchie County, West Virginia",41.8,WV
54087,"Roane County, West Virginia",10.8,WV
54089,"Summers County, West Virginia",41.7,WV
54091,"Taylor County, West Virginia",35.9,WV
54093,"Tucker County, West Virginia",53.9,WV
54095,"Tyler County, West Virginia",50.5,WV
54097,"Upshur County, West Virginia",32.4,WV
54099,"Wayne County, West Virginia",35.3,WV
54101,"Webster County, West Virginia",47.5,WV
54103,"Wetzel County, West Virginia",46.6,WV
54105,"Wirt County, West Virginia",36.7,WV
54107,"Wood County, West Virginia",10.9,WV
54109,"Wyoming County, West Virginia",35.7,WV
54001,"Barbour County, West Virginia",41.3,WV
28001,"Adams County, Mississippi",52.0,MS
28003,"Alcorn County, Mississippi",36.3,MS
28005,"Amite County, Mississippi",37.6,MS
28007,"Attala County, Mississippi",53.4,MS
28009,"Benton County, Mississippi",43.8,MS
28011,"Bolivar County, Mississippi",26.0,MS
28013,"Calhoun County, Mississippi",47.5,MS
28015,"Carroll County, Mississippi",36.3,MS
28017,"Chickasaw County, Mississippi",48.6,MS
48209,"Hays County, Texas",9.7,TX
48201,"Harris County, Texas",14.4,TX
48205,"Hartley County, Texas",15.7,TX
48207,"Haskell County, Texas",36.9,TX
48211,"Hemphill County, Texas",35.0,TX
48213,"Henderson County, Texas",24.7,TX
48215,"Hidalgo County, Texas",32.0,TX
48219,"Hockley County, Texas",33.2,TX
48221,"Hood County, Texas",10.2,TX
48225,"Houston County, Texas",42.7,TX
48227,"Howard County, Texas",35.9,TX
48229,"Hudspeth County, Texas",67.3,TX
48231,"Hunt County, Texas",32.4,TX
48233,"Hutchinson County, Texas",26.8,TX
48235,"Irion County, Texas",53.8,TX
48237,"Jack County, Texas",50.7,TX
48239,"Jackson County, Texas",44.1,TX
48241,"Jasper County, Texas",41.6,TX
48243,"Jeff Davis County, Texas",38.8,TX
48245,"Jefferson County, Texas",22.1,TX
48247,"Jim Hogg County, Texas",46.9,TX
48249,"Jim Wells County, Texas",36.4,TX
48251,"Johnson County, Texas",12.5,TX
48253,"Jones County, Texas",38.9,TX
48255,"Karnes County, Texas",46.5,TX
48257,"Kaufman County, Texas",10.6,TX
48259,"Kendall County, Texas",6.1,TX
48261,"Kenedy County, Texas",43.4,TX
48263,"Kent County, Texas",49.5,TX
48265,"Kerr County, Texas",16.7,TX
48267,"Kimble County, Texas",39.9,TX
48269,"King County, Texas",50.9,TX
48271,"Kinney County, Texas",36.2,TX
48273,"Kleberg County, Texas",26.2,TX
48275,"Knox County, Texas",43.7,TX
48277,"Lamar County, Texas",39.2,TX
48279,"Lamb County, Texas",50.1,TX
48283,"La Salle County, Texas",41.2,TX
48285,"Lavaca County, Texas",52.7,TX
48287,"Lee County, Texas",35.5,TX
48289,"Leon County, Texas",37.9,TX
48293,"Limestone County, Texas",41.2,TX
48295,"Lipscomb County, Texas",41.9,TX
48299,"Llano County, Texas",42.4,TX
48303,"Lubbock County, Texas",10.1,TX
48307,"McCulloch County, Texas",46.7,TX
48309,"McLennan County, Texas",20.2,TX
48313,"Madison County, Texas",36.1,TX
48315,"Marion County, Texas",45.1,TX
48319,"Mason County, Texas",51.7,TX
48323,"Maverick County, Texas",37.2,TX
48325,"Medina County, Texas",28.4,TX
48329,"Midland County, Texas",12.9,TX
48331,"Milam County, Texas",39.0,TX
48333,"Mills County, Texas",53.2,TX
48337,"Montague County, Texas",35.7,TX
48339,"Montgomery County, Texas",7.1,TX
48341,"Moore County, Texas",33.4,TX
48345,"Motley County, Texas",48.9,TX
48347,"Nacogdoches County, Texas",39.6,TX
48351,"Newton County, Texas",47.0,TX
48353,"Nolan County, Texas",26.6,TX
48355,"Nueces County, Texas",31.6,TX
48359,"Oldham County, Texas",39.3,TX
48361,"Orange County, Texas",32.3,TX
48363,"Palo Pinto County, Texas",28.4,TX
48367,"Parker County, Texas",4.9,TX
48369,"Parmer County, Texas",44.1,TX
48371,"Pecos County, Texas",50.8,TX
48375,"Potter County, Texas",20.8,TX
48377,"Presidio County, Texas",39.4,TX
48379,"Rains County, Texas",20.1,TX
48383,"Reagan County, Texas",24.5,TX
48385,"Real County, Texas",47.1,TX
48389,"Reeves County, Texas",47.5,TX
48391,"Refugio County, Texas",39.8,TX
48393,"Roberts County, Texas",49.7,TX
48397,"Rockwall County, Texas",14.4,TX
48399,"Runnels County, Texas",41.6,TX
48401,"Rusk County, Texas",49.8,TX
48403,"Sabine County, Texas",39.1,TX
48407,"San Jacinto County, Texas",38.7,TX
48409,"San Patricio County, Texas",39.8,TX
48411,"San Saba County, Texas",42.3,TX
48413,"Schleicher County, Texas",36.5,TX
28025,"Clay County, Mississippi",20.6,MS
28019,"Choctaw County, Mississippi",37.3,MS
28021,"Claiborne County, Mississippi",40.8,MS
28023,"Clarke County, Mississippi",38.9,MS
28027,"Coahoma County, Mississippi",46.7,MS
28029,"Copiah County, Mississippi",50.3,MS
28031,"Covington County, Mississippi",35.9,MS
28033,"DeSoto County, Mississippi",3.4,MS
28035,"Forrest County, Mississippi",24.0,MS
28037,"Franklin County, Mississippi",38.5,MS
28039,"George County, Mississippi",52.7,MS
28041,"Greene County, Mississippi",49.4,MS
28043,"Grenada County, Mississippi",41.8,MS
28045,"Hancock County, Mississippi",31.1,MS
28047,"Harrison County, Mississippi",12.7,MS
28049,"Hinds County, Mississippi",20.4,MS
28051,"Holmes County, Mississippi",51.9,MS
28053,"Humphreys County, Mississippi",53.2,MS
28055,"Issaquena County, Mississippi",35.4,MS
28057,"Itawamba County, Mississippi",48.5,MS
28059,"Jackson County, Mississippi",15.7,MS
28063,"Jefferson County, Mississippi",50.7,MS
28065,"Jefferson Davis County, Mississippi",37.2,MS
28067,"Jones County, Mississippi",53.7,MS
28069,"Kemper County, Mississippi",41.1,MS
28071,"Lafayette County, Mississippi",24.8,MS
28073,"Lamar County, Mississippi",22.1,MS
28075,"Lauderdale County, Mississippi",33.2,MS
28077,"Lawrence County, Mississippi",53.8,MS
28079,"Leake County, Mississippi",54.5,MS
28083,"Leflore County, Mississippi",40.0,MS
28085,"Lincoln County, Mississippi",52.6,MS
28087,"Lowndes County, Mississippi",37.6,MS
28089,"Madison County, Mississippi",3.8,MS
28091,"Marion County, Mississippi",37.9,MS
28093,"Marshall County, Mississippi",53.5,MS
28095,"Monroe County, Mississippi",50.9,MS
28097,"Montgomery County, Mississippi",38.8,MS
28099,"Neshoba County, Mississippi",42.6,MS
28101,"Newton County, Mississippi",42.5,MS
28103,"Noxubee County, Mississippi",47.0,MS
28105,"Oktibbeha County, Mississippi",39.5,MS
28107,"Panola County, Mississippi",39.9,MS
28109,"Pearl River County, Mississippi",35.9,MS
28111,"Perry County, Mississippi",47.3,MS
28113,"Pike County, Mississippi",38.8,MS
28115,"Pontotoc County, Mississippi",45.7,MS
28117,"Prentiss County, Mississippi",50.8,MS
28119,"Quitman County, Mississippi",41.6,MS
28121,"Rankin County, Mississippi",3.6,MS
28123,"Scott County, Mississippi",50.9,MS
28125,"Sharkey County, Mississippi",52.5,MS
28127,"Simpson County, Mississippi",52.0,MS
28129,"Smith County, Mississippi",54.4,MS
28131,"Stone County, Mississippi",52.7,MS
28133,"Sunflower County, Mississippi",24.2,MS
28135,"Tallahatchie County, Mississippi",36.6,MS
28137,"Tate County, Mississippi",29.4,MS
28139,"Tippah County, Mississippi",48.3,MS
28141,"Tishomingo County, Mississippi",36.3,MS
28143,"Tunica County, Mississippi",45.2,MS
28145,"Union County, Mississippi",50.0,MS
28149,"Warren County, Mississippi",32.9,MS
28151,"Washington County, Mississippi",45.2,MS
28153,"Wayne County, Mississippi",45.0,MS
28157,"Wilkinson County, Mississippi",44.3,MS
28159,"Winston County, Mississippi",41.4,MS
28163,"Yazoo County, Mississippi",42.5,MS
28155,"Webster County, Mississippi",48.9,MS
28161,"Yalobusha County, Mississippi",49.3,MS
28061,"Jasper County, Mississippi",44.9,MS
28147,"Walthall County, Mississippi",40.4,MS
28081,"Lee County, Mississippi",28.0,MS
02016,"Aleutians West Census Area, Alaska",53.4,AK
02020,"Anchorage Municipality, Alaska",10.0,AK
02050,"Bethel Census Area, Alaska",35.7,AK
02063,"Chugach Census Area, Alaska",39.4,AK
48415,"Scurry County, Texas",24.1,TX
48417,"Shackelford County, Texas",37.3,TX
48419,"Shelby County, Texas",42.9,TX
48421,"Sherman County, Texas",26.1,TX
48423,"Smith County, Texas",23.3,TX
48427,"Starr County, Texas",31.4,TX
48429,"Stephens County, Texas",53.7,TX
48431,"Sterling County, Texas",42.5,TX
48433,"Stonewall County, Texas",46.0,TX
48435,"Sutton County, Texas",37.7,TX
48437,"Swisher County, Texas",21.7,TX
48439,"Tarrant County, Texas",8.3,TX
48441,"Taylor County, Texas",15.3,TX
48443,"Terrell County, Texas",46.7,TX
48445,"Terry County, Texas",44.3,TX
48447,"Throckmorton County, Texas",47.4,TX
48451,"Tom Green County, Texas",16.4,TX
48453,"Travis County, Texas",8.6,TX
48455,"Trinity County, Texas",43.2,TX
48457,"Tyler County, Texas",51.1,TX
48459,"Upshur County, Texas",26.3,TX
48461,"Upton County, Texas",42.6,TX
48463,"Uvalde County, Texas",38.6,TX
48465,"Val Verde County, Texas",24.7,TX
48467,"Van Zandt County, Texas",32.9,TX
48469,"Victoria County, Texas",15.4,TX
48471,"Walker County, Texas",21.6,TX
48473,"Waller County, Texas",36.9,TX
48475,"Ward County, Texas",45.3,TX
48477,"Washington County, Texas",32.9,TX
48479,"Webb County, Texas",35.7,TX
48481,"Wharton County, Texas",38.5,TX
48483,"Wheeler County, Texas",37.0,TX
48485,"Wichita County, Texas",11.1,TX
48489,"Willacy County, Texas",35.8,TX
48491,"Williamson County, Texas",5.4,TX
48495,"Winkler County, Texas",38.9,TX
48497,"Wise County, Texas",14.9,TX
48499,"Wood County, Texas",26.1,TX
48503,"Young County, Texas",36.3,TX
48505,"Zapata County, Texas",48.7,TX
48081,"Coke County, Texas",40.5,TX
48087,"Collingsworth County, Texas",49.1,TX
48097,"Cooke County, Texas",40.0,TX
48103,"Crane County, Texas",55.0,TX
48111,"Dallam County, Texas",50.0,TX
48117,"Deaf Smith County, Texas",49.8,TX
48127,"Dimmit County, Texas",53.2,TX
48133,"Eastland County, Texas",35.2,TX
48149,"Fayette County, Texas",26.0,TX
48157,"Fort Bend County, Texas",12.9,TX
48165,"Gaines County, Texas",50.7,TX
48173,"Glasscock County, Texas",43.1,TX
48181,"Grayson County, Texas",16.1,TX
48189,"Hale County, Texas",31.6,TX
48195,"Hansford County, Texas",48.1,TX
48203,"Harrison County, Texas",29.4,TX
48281,"Lampasas County, Texas",30.3,TX
48291,"Liberty County, Texas",35.2,TX
48297,"Live Oak County, Texas",38.0,TX
48305,"Lynn County, Texas",43.0,TX
48311,"McMullen County, Texas",39.5,TX
48321,"Matagorda County, Texas",50.0,TX
48327,"Menard County, Texas",44.5,TX
48335,"Mitchell County, Texas",45.3,TX
48343,"Morris County, Texas",50.7,TX
48349,"Navarro County, Texas",35.2,TX
48357,"Ochiltree County, Texas",34.5,TX
48365,"Panola County, Texas",44.2,TX
48373,"Polk County, Texas",50.8,TX
48381,"Randall County, Texas",6.8,TX
48387,"Red River County, Texas",38.8,TX
48395,"Robertson County, Texas",50.4,TX
48405,"San Augustine County, Texas",49.0,TX
48493,"Wilson County, Texas",13.1,TX
48501,"Yoakum County, Texas",44.0,TX
48507,"Zavala County, Texas",46.2,TX
48187,"Guadalupe County, Texas",7.5,TX
48223,"Hopkins County, Texas",31.6,TX
48317,"Martin County, Texas",37.6,TX
48487,"Wilbarger County, Texas",38.9,TX
48079,"Cochran County, Texas",35.2,TX
48199,"Hardin County, Texas",36.2,TX
48217,"Hill County, Texas",36.7,TX
48301,"Loving County, Texas",50.5,TX
02068,"Denali Borough, Alaska",53.0,AK
02070,"Dillingham Census Area, Alaska",48.7,AK
02090,"Fairbanks North Star Borough, Alaska",16.1,AK
02100,"Haines Borough, Alaska",50.6,AK
02105,"Hoonah-Angoon Census Area, Alaska",45.8,AK
02110,"Juneau City and Borough, Alaska",6.9,AK
02122,"Kenai Peninsula Borough, Alaska",20.5,AK
02130,"Ketchikan Gateway Borough, Alaska",21.8,AK
02150,"Kodiak Island Borough, Alaska",23.8,AK
02170,"Matanuska-Susitna Borough, Alaska",38.1,AK
02180,"Nome Census Area, Alaska",54.1,AK
02185,"North Slope Borough, Alaska",41.6,AK
02188,"Northwest Arctic Borough, Alaska",47.6,AK
02195,"Petersburg Borough, Alaska",32.1,AK
02198,"Prince of Wales-Hyder Census Area, Alaska",47.2,AK
02220,"Sitka City and Borough, Alaska",23.0,AK
02230,"Skagway Municipality, Alaska",54.6,AK
02240,"Southeast Fairbanks Census Area, Alaska",39.1,AK
02275,"Wrangell City and Borough, Alaska",42.8,AK
02282,"Yakutat City and Borough, Alaska",45.7,AK
02013,"Aleutians East Borough, Alaska",38.8,AK
53003,"Asotin County, Washington",11.6,WA
53005,"Benton County, Washington",9.8,WA
53007,"Chelan County, Washington",16.8,WA
53009,"Clallam County, Washington",13.7,WA
53011,"Clark County, Washington",4.1,WA
53013,"Columbia County, Washington",37.1,WA
53015,"Cowlitz County, Washington",18.3,WA
53017,"Douglas County, Washington",10.5,WA
53019,"Ferry County, Washington",48.8,WA
53021,"Franklin County, Washington",8.9,WA
53023,"Garfield County, Washington",23.7,WA
53025,"Grant County, Washington",21.4,WA
53027,"Grays Harbor County, Washington",39.3,WA
53029,"Island County, Washington",6.4,WA
53031,"Jefferson County, Washington",13.5,WA
53033,"King County, Washington",10.9,WA
53035,"Kitsap County, Washington",3.8,WA
53037,"Kittitas County, Washington",21.1,WA
53039,"Klickitat County, Washington",30.4,WA
53041,"Lewis County, Washington",12.6,WA
53043,"Lincoln County, Washington",37.2,WA
53045,"Mason County, Washington",28.2,WA
53047,"Okanogan County, Washington",38.1,WA
53049,"Pacific County, Washington",37.2,WA
53051,"Pend Oreille County, Washington",45.7,WA
53053,"Pierce County, Washington",8.7,WA
53055,"San Juan County, Washington",21.4,WA
53057,"Skagit County, Washington",24.3,WA
53059,"Skamania County, Washington",37.3,WA
53061,"Snohomish County, Washington",4.6,WA
53063,"Spokane County, Washington",5.5,WA
53065,"Stevens County, Washington",43.6,WA
53067,"Thurston County, Washington",11.5,WA
53069,"Wahkiakum County, Washington",44.5,WA
53071,"Walla Walla County, Washington",10.2,WA
53073,"Whatcom County, Washington",14.3,WA
53075,"Whitman County, Washington",18.8,WA
53077,"Yakima County, Washington",17.5,WA
53001,"Adams County, Washington",33.7,WA
72001,"Adjuntas Municipio, Puerto Rico",40.5,PR
72003,"Aguada Municipio, Puerto Rico",35.1,PR
72005,"Aguadilla Municipio, Puerto Rico",37.9,PR
72007,"Aguas Buenas Municipio, Puerto Rico",36.3,PR
72009,"Aibonito Municipio, Puerto Rico",43.0,PR
72011,"Añasco Municipio, Puerto Rico",51.2,PR
72013,"Arecibo Municipio, Puerto Rico",45.5,PR
72017,"Barceloneta Municipio, Puerto Rico",53.2,PR
72019,"Barranquitas Municipio, Puerto Rico",52.6,PR
72021,"Bayamón Municipio, Puerto Rico",29.2,PR
72023,"Cabo Rojo Municipio, Puerto Rico",46.5,PR
72025,"Caguas Municipio, Puerto Rico",49.7,PR
72027,"Camuy Municipio, Puerto Rico",40.8,PR
72029,"Canóvanas Municipio, Puerto Rico",52.6,PR
72031,"Carolina Municipio, Puerto Rico",44.1,PR
49005,"Cache County, Utah",11.4,UT
48425,"Somervell County, Texas",34.2,TX
48141,"El Paso County, Texas",14.5,TX
49003,"Box Elder County, Utah",10.4,UT
49007,"Carbon County, Utah",22.1,UT
49009,"Daggett County, Utah",38.5,UT
49011,"Davis County, Utah",6.0,UT
49013,"Duchesne County, Utah",53.0,UT
49015,"Emery County, Utah",49.7,UT
49017,"Garfield County, Utah",44.2,UT
49019,"Grand County, Utah",23.7,UT
49021,"Iron County, Utah",12.8,UT
49023,"Juab County, Utah",9.8,UT
49025,"Kane County, Utah",42.9,UT
49027,"Millard County, Utah",38.9,UT
49029,"Morgan County, Utah",5.9,UT
49031,"Piute County, Utah",52.4,UT
49033,"Rich County, Utah",40.5,UT
49035,"Salt Lake County, Utah",10.5,UT
49037,"San Juan County, Utah",40.8,UT
49039,"Sanpete County, Utah",38.3,UT
49041,"Sevier County, Utah",20.5,UT
49043,"Summit County, Utah",34.4,UT
49045,"Tooele County, Utah",5.6,UT
49047,"Uintah County, Utah",17.4,UT
49049,"Utah County, Utah",14.9,UT
49051,"Wasatch County, Utah",18.3,UT
49053,"Washington County, Utah",14.9,UT
49055,"Wayne County, Utah",36.5,UT
49057,"Weber County, Utah",4.3,UT
49001,"Beaver County, Utah",50.3,UT
48449,"Titus County, Texas",26.5,TX
48073,"Cherokee County, Texas",29.0,TX
42007,"Beaver County, Pennsylvania",13.8,PA
42009,"Bedford County, Pennsylvania",30.1,PA
42011,"Berks County, Pennsylvania",8.5,PA
42013,"Blair County, Pennsylvania",11.1,PA
42015,"Bradford County, Pennsylvania",33.9,PA
42017,"Bucks County, Pennsylvania",12.0,PA
42019,"Butler County, Pennsylvania",7.6,PA
42021,"Cambria County, Pennsylvania",21.2,PA
42023,"Cameron County, Pennsylvania",52.1,PA
42025,"Carbon County, Pennsylvania",27.9,PA
42027,"Centre County, Pennsylvania",3.1,PA
42029,"Chester County, Pennsylvania",4.4,PA
42031,"Clarion County, Pennsylvania",38.3,PA
42033,"Clearfield County, Pennsylvania",26.5,PA
42035,"Clinton County, Pennsylvania",35.0,PA
42037,"Columbia County, Pennsylvania",29.7,PA
42039,"Crawford County, Pennsylvania",21.4,PA
42041,"Cumberland County, Pennsylvania",9.6,PA
42043,"Dauphin County, Pennsylvania",5.9,PA
42045,"Delaware County, Pennsylvania",14.4,PA
42047,"Elk County, Pennsylvania",12.1,PA
42049,"Erie County, Pennsylvania",12.8,PA
42051,"Fayette County, Pennsylvania",36.8,PA
42053,"Forest County, Pennsylvania",38.4,PA
42055,"Franklin County, Pennsylvania",3.2,PA
42057,"Fulton County, Pennsylvania",11.5,PA
42059,"Greene County, Pennsylvania",25.9,PA
42061,"Huntingdon County, Pennsylvania",30.7,PA
42063,"Indiana County, Pennsylvania",27.8,PA
42065,"Jefferson County, Pennsylvania",11.2,PA
42067,"Juniata County, Pennsylvania",21.5,PA
42069,"Lackawanna County, Pennsylvania",20.2,PA
42071,"Lancaster County, Pennsylvania",4.8,PA
42073,"Lawrence County, Pennsylvania",15.4,PA
42075,"Lebanon County, Pennsylvania",5.6,PA
42077,"Lehigh County, Pennsylvania",3.4,PA
42079,"Luzerne County, Pennsylvania",20.1,PA
42081,"Lycoming County, Pennsylvania",13.2,PA
42083,"McKean County, Pennsylvania",20.5,PA
42085,"Mercer County, Pennsylvania",22.5,PA
42087,"Mifflin County, Pennsylvania",36.2,PA
42089,"Monroe County, Pennsylvania",32.8,PA
42091,"Montgomery County, Pennsylvania",11.6,PA
42093,"Montour County, Pennsylvania",23.5,PA
42095,"Northampton County, Pennsylvania",7.7,PA
42097,"Northumberland County, Pennsylvania",26.2,PA
42099,"Perry County, Pennsylvania",10.8,PA
42101,"Philadelphia County, Pennsylvania",20.1,PA
72033,"Cataño Municipio, Puerto Rico",50.4,PR
72035,"Cayey Municipio, Puerto Rico",50.3,PR
72037,"Ceiba Municipio, Puerto Rico",53.6,PR
72039,"Ciales Municipio, Puerto Rico",42.5,PR
72041,"Cidra Municipio, Puerto Rico",39.8,PR
72043,"Coamo Municipio, Puerto Rico",36.8,PR
72045,"Comerío Municipio, Puerto Rico",43.4,PR
72047,"Corozal Municipio, Puerto Rico",54.8,PR
72049,"Culebra Municipio, Puerto Rico",41.7,PR
72051,"Dorado Municipio, Puerto Rico",38.8,PR
72053,"Fajardo Municipio, Puerto Rico",48.4,PR
72054,"Florida Municipio, Puerto Rico",39.4,PR
72055,"Guánica Municipio, Puerto Rico",52.6,PR
72057,"Guayama Municipio, Puerto Rico",50.9,PR
72059,"Guayanilla Municipio, Puerto Rico",51.6,PR
72063,"Gurabo Municipio, Puerto Rico",38.4,PR
72065,"Hatillo Municipio, Puerto Rico",38.3,PR
72067,"Hormigueros Municipio, Puerto Rico",43.3,PR
72069,"Humacao Municipio, Puerto Rico",37.2,PR
72071,"Isabela Municipio, Puerto Rico",41.5,PR
72073,"Jayuya Municipio, Puerto Rico",46.2,PR
72075,"Juana Díaz Municipio, Puerto Rico",38.8,PR
72077,"Juncos Municipio, Puerto Rico",39.1,PR
72079,"Lajas Municipio, Puerto Rico",45.8,PR
72081,"Lares Municipio, Puerto Rico",53.8,PR
72083,"Las Marías Municipio, Puerto Rico",37.4,PR
72085,"Las Piedras Municipio, Puerto Rico",39.3,PR
72087,"Loíza Municipio, Puerto Rico",42.1,PR
72089,"Luquillo Municipio, Puerto Rico",38.5,PR
72091,"Manatí Municipio, Puerto Rico",43.0,PR
72093,"Maricao Municipio, Puerto Rico",41.3,PR
72095,"Maunabo Municipio, Puerto Rico",42.8,PR
72097,"Mayagüez Municipio, Puerto Rico",44.2,PR
72099,"Moca Municipio, Puerto Rico",36.3,PR
72101,"Morovis Municipio, Puerto Rico",51.3,PR
72103,"Naguabo Municipio, Puerto Rico",48.0,PR
72105,"Naranjito Municipio, Puerto Rico",42.4,PR
72107,"Orocovis Municipio, Puerto Rico",36.3,PR
72111,"Peñuelas Municipio, Puerto Rico",39.4,PR
72113,"Ponce Municipio, Puerto Rico",41.0,PR
72115,"Quebradillas Municipio, Puerto Rico",47.0,PR
72117,"Rincón Municipio, Puerto Rico",54.7,PR
72119,"Río Grande Municipio, Puerto Rico",37.0,PR
72121,"Sabana Grande Municipio, Puerto Rico",45.7,PR
72123,"Salinas Municipio, Puerto Rico",54.8,PR
72125,"San Germán Municipio, Puerto Rico",52.0,PR
72127,"San Juan Municipio, Puerto Rico",38.4,PR
72131,"San Sebastián Municipio, Puerto Rico",54.2,PR
72133,"Santa Isabel Municipio, Puerto Rico",47.0,PR
72137,"Toa Baja Municipio, Puerto Rico",54.6,PR
72139,"Trujillo Alto Municipio, Puerto Rico",48.9,PR
72143,"Vega Alta Municipio, Puerto Rico",48.6,PR
72145,"Vega Baja Municipio, Puerto Rico",54.4,PR
72149,"Villalba Municipio, Puerto Rico",48.9,PR
72151,"Yabucoa Municipio, Puerto Rico",41.6,PR
72129,"San Lorenzo Municipio, Puerto Rico",47.7,PR
72135,"Toa Alta Municipio, Puerto Rico",52.7,PR
72141,"Utuado Municipio, Puerto Rico",41.4,PR
72147,"Vieques Municipio, Puerto Rico",52.0,PR
72153,"Yauco Municipio, Puerto Rico",44.6,PR
72061,"Guaynabo Municipio, Puerto Rico",26.7,PR
72015,"Arroyo Municipio, Puerto Rico",47.2,PR
72109,"Patillas Municipio, Puerto Rico",46.7,PR
36003,"Allegany County, New York",42.6,NY
36005,"Bronx County, New York",32.8,NY
36007,"Broome County, New York",13.5,NY
36009,"Cattaraugus County, New York",31.7,NY
36011,"Cayuga County, New York",39.8,NY
36013,"Chautauqua County, New York",24.7,NY
36015,"Chemung County, New York",19.2,NY
36017,"Chenango County, New York",37.9,NY
36019,"Clinton County, New York",14.6,NY
36021,"Columbia County, New York",34.8,NY
36023,"Cortland County, New York",21.4,NY
36025,"Delaware County, New York",47.4,NY
36027,"Dutchess County, New York",3.7,NY
36029,"Erie County, New York",7.5,NY
42103,"Pike County, Pennsylvania",25.9,PA
42105,"Potter County, Pennsylvania",38.0,PA
42107,"Schuylkill County, Pennsylvania",13.1,PA
42109,"Snyder County, Pennsylvania",20.8,PA
42111,"Somerset County, Pennsylvania",38.5,PA
42113,"Sullivan County, Pennsylvania",47.0,PA
42115,"Susquehanna County, Pennsylvania",38.9,PA
42117,"Tioga County, Pennsylvania",34.8,PA
